게시판종류,제목,작성일,본문내용,링크,사진
공지사항,2022 Peer-tutor 프로그램 시행 안내(수정),'2022-03-11,"<
Peer-tutor 프로그램>
1. 목적
:
해당 교과목 보충 교육
2. 대상 :
공과대학, IT대학 학과(전공)에서 개설 중인 전공 교과목
3. 지원
:
정규 수업 시간 이외의 시간에 멘토와 멘티로 이루어진 그룹(교과목별 1개 그룹지원이 원칙)
- 지원팀 수 : 공과대학, IT대학 전공 교과목 중
15개 교과목(그룹) 선정
※ 지원팀 수를 초과하거나 교과목 중복 시 지원신청서 및 수업계획서 심사 후 선정
※ 15개 교과목(그룹) 선발 완료 시 2차 모집 및 운영(2022학년도 2학기)은 하지 않을 수 있음
4. 모집 유형 :
일반 / Global /
다학제융합
1) 공통사항
- 구성 : 멘토 및 멘티로 구성
- 인원 : 해당 교과목 수강생(멘티) 8인 이상 / 총 인원 수 9명 이상
★
운영 : 각 분기당 12시간 / 2분기 / 총 24시간 (세가지 모두 충족)
2)
모집 유형별 추가사항 안내
-
Global
: 외국인 및 다문화가정 학생 1인 이상 참가 / 평가 시 가산점 부여
-
다학제융합
: 타 전공(또는 복수전공) 학생 1인 이상 참가 / 평가 시 가산점 부여
5. 지원자격 및 요건
1) 멘토
- 해당과목 담당교수 연구실 소속 대학원생 또는 해당과목 선수강한 2학년 이상 재학생
-
멘토는 해당 교과목으로 타부서 튜터링사업 복수 참여 금지(적발 시 멘토지원금 전액 환수)
-
공통사항 :
해당과목 성적 B+이상
2) 멘티 : 해당 교과목 수강생 (8명 이상) 포함한 학부 재학생
﻿
6. 신청기간 : 2022. 3. 21.(월) ~ 3. 27.(일)
1) 신청 방법: 신청서 작성 후 센터로 E-mail 제출
--------------------------------------------------------------------------------------------
☞ 신청기간 내 온라인 접수 제출
① 신청기간 내 신청서 작성 후 센터 담당자에게 E-mail 접수(happyberry
@kangwon.ac.kr
)
- 신청서 양식: 첨부파일-2022 Peer-tutor 프로그램 서식 참조
② 선정된 교과목(그룹)은 대표멘토 및 담당(지도)교수 서명 완료 후 제출
- 선정된 교과목(그룹)에 한하여 제출 일정 등 추후 공지
--------------------------------------------------------------------------------------------
2) 제출 서류 내역
① [서식1] 참여 신청서
② [붙임1] 운영 계획서
③ [붙임2] 개인정보 수집 동의서
④ 멘토 성적증명서(대표멘토를 포함한 멘토 전원 제출/대학원생의 경우 학부 성적 증명서 제출)
7. 진행기간
: 2022. 4
. 4
.(월) ~ 6
. 21
.(화
/종강) 중 과목별 계획 일정
8. 지원금 안내
1) 결과보고서 검토 및 심사 후
4단계로 나누어 차등
으로 지원금 지급
2) 지원팀 선정 후 성실한 수업 운영을 위하여
상시점검 실시
-
상시 점검 결과에 따라 프로그램 지원비 변경 및 취소될 수 있음
[첨부파일]
1. 2022 Peer-tutor 프로그램 세부내용(수정) 1부.
2. 2022 Peer-tutor 프로그램 서식 1부.  끝.
☎문의☎
공학교육혁신센터 (033-250-7168 / happyberry
@kangwon.ac.kr
)
※ 그 외 진행 사항 및 자세한 내용은 첨부파일(세부내용) 참조
※ 위 내용은 센터 사정에 의하여 변경될 수 있습니다",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=11&BID=1658&cmd=view,
공지사항,[홍보] 2021 4차 산업혁명 메이커톤,'2021-11-10,☎ 문의: 033-250-7294,https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=11&BID=1642&cmd=view,../../data/images/1389.jpg;../../data/images/1390.jpg;../../data/images/1391.jpg;../../data/images/1392.jpg;../../data/images/1393.jpg
공지사항,2021 K-Engineering 디자인 캠프,'2021-11-01,"2021
K-Engineering 디자인 캠프
□
일 정
:
2021.11.29(월
) ~ 12.1(수
), 18:00~21:00
□
진 행
:
줌
(Zoom),
카카오톡 오픈채팅방 / 온라인 프로그램
□
내 용
:
강원도에서 코로나시대 행복한 일상 찾기
라는 내용을 주제로 Engineering적 요소가 포함된
창의적 아이디어 도출
□
주 최
:
강원대학교(춘천/삼척)
, 강릉원주대학교
, 한라대학교
□
참가인원
:
총 16
명
(
강원대 춘천캠퍼스, 삼척캠퍼스
, 강릉원주
대
, 한라
대
각 4
명씩
/ 공학계열 3명, 비공학계열 1명 선정
)
□
모집 대상 및 방법
ⓛ
모집대상
:
강원대학교 공과대학
, IT
대학 재학생
(
2학년 이상
)
3명, 그 외 계열 1명
②
모집인원
: 4
명
③
신청기한
:
~2021.11.12(금
) 23시 59분까
지
④
신청방법
:
공학교육혁신센터 홈페이지 온라인신청
바로가기(클릭) ->
강원대학교 공학교육혁신센터 (kangwon.ac.kr)
□ 시상내역 : 대상 1팀(50만원), 최우수상 1팀(40만원), 우수상 2팀(팀당 30만원) / 4개 대학 센터장상
※ 자세한 사항은 첨부파일 참조",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=11&BID=1640&cmd=view,
공지사항,2021 반도체·디스플레이 직무 및 기업설명회 개최 및 참가학생 모집 안내,'2021-10-22,"성균관대학교 공학교육혁신선도센터에서는
반도체
ㆍ
디스플레이 산업 동향 및 직무 설명
을 통해 학생들의 관련 산업 유입 및 중소
ㆍ
중견기업 홍보기회 제공하고자 직무 및 기업 설명회를 다음과 같이 소개합니다
.
해당 직무 및 기업설명회는 반도체SC와 디스플레이SC에서 공동으로 관련
취업을 준비하는 주요대학 이공계생을 대상으로
아래와 같이 온라인으로 개최합니다.
반도체, 디스플레이 직무에 취업을 희망하는 이공계생들로 학생들의 많은 참여 바랍니다.
행사 개요는 다음과 같습니다.
□ 행  사  명 : 2021년도 반도체 디스플레이 직무 및 기업설명회
□
목     적
:
반도체
ㆍ
디스플레이 산업 동향 및 직무 설명을 통해 학생들의 관련 산업 유입 및 중소
ㆍ
중견기업 홍보기회 제공
□
일     시
:
2021.
11.
5.
(
금
),
오후
1
시
~4
시
□
장     소
:
반도체 협회
11
층 회의실
□
진행방법
:
Zoom을 통한
온라인비대면 행사
□
내     용
:
산업 및 주요 직무 소개
, Q&A
등
□
참여기업 : 동진쎄미켐, 에스에프에이, 세메스, 실리콘마이터스 등 4개사(잠정)
□
참석대상
: 강원대학교 재학생 4명
□
신청방법
:
~11/2(화) 15:00까지 온라인신청
(홈페이지-커뮤니티-온라인 신청)
□
문 의 처
:
성균관대학교 공학교육혁신선도센터(031-290-5613)",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=11&BID=1637&cmd=view,
공지사항,2021 공학페스티벌 공대생 심사위원단 E2 Panel 참가자 추가 모집,'2021-10-21,"2021
공학페스티벌에서는
전공분야 및 타분야 작품의 심사를 통해
작품관람의 밀집도 및 타분야에 대한 융합역량을 확대하고
온라인 전시회
에서의 학생 참여도를 확대하고자
공대생 심사위원단(E
²
Panel)을 다음과 같이 모집하려 합니다.
모집기간: ~10/25(월) 15시까지 온라인신청
1. 모집명: 공대생 심사위원단
E² Panel
2. 활동기간: 2021. 10. 25.(월) ~ 11. 15.(월)
- 개막식, 예선, 본선, 시상식, 청년공학서베이 참여
3. 참가대상:
강원대학교 공과대학, IT대학 2~4학년 재학생
4. 선발인원:
34~40명 내외 (
강원대학교 현재 최대 17명 추가 신청 가능
)
5. 선발기준: 학생의 전공, 유사 프로젝트 경험 여부 등
6. 주요활동
1) 창의적 종합설계 경진대회 예·본선 온라인 심사
2) 공대생 심사위원 활동보고서 제출 (11. 17.(수)까지)
7. 주요 혜택
-
[E
² Panel 활동비] 인당 5만원 (활동보고서 2건 제출(예선 및 본선), 투표권 모두 행사하여야 함)
-
[
우수 E² Panel] 인당 10만원 (강원대 참여학생 중 1명 선발)
8. 신청방법: 공학교육혁신센터 사이트 내 '온라인 신청' 중
2021 공학페스티벌 공학도 심사위원단 참가 신청
접속",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=11&BID=1636&cmd=view,../../data/images/1382.jpg
공지사항,제2회 KNU 드론 경진대회(ACE+ 경진대회) 타임테이블 안내,'2021-10-18,"제2회 드론 경진대회
""ACE+ 창의융합 경진대회""
1. 주관 및 주최 :
강원대학교 공학교육혁신센터, 메이커 스페이스 사업단
2. 경진대회 안내
★개인별 참여시간은 첨부파일 확인
- 일시 :
2021.10.22.(금) 09:00~11:55
- 장소 : KNU 스타트업 큐브 본관동 1층
3. 문의사항
☎공학교육혁신센터 (033-250-7169 /
placejeong@kangwon.ac.kr
)
※위 내용은 센터 진행 상황에 의해 변경될 수 있음",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=11&BID=1633&cmd=view,
공지사항,2021 반도체산업 온라인 채용박람회 참가인재 모집,'2021-10-14,"한국반도체산업협회에서는
2
021년도 온라인 채용박람회
를 아래와 같이 개최합니다.
1차 온라인 채용 면접
후 2차 최종면접 후 채용으로까지 이어지는 박람회이며
총 18개 이상의 반도체 기업들이 참여합니다.
(2차 및 최종면접은 합격자에 한해 기업 대면으로 진행)
현재까지 참가신청 확정 기업은
총 18개사
로,
KEC(소자 대기업), AP시스템, 이오테크닉스, 유니셈, 와이아이케이(이상 장비기업), 한국지멘스EDA(구 한국멘토그래픽스), 동운아나텍,
아이앤씨테크놀로지, 넥스트칩, 가온칩스, 실리콘마이터스, 알파솔루션즈, 에이치티솔루션, 테크위드유, 브이에스아이. 레이언스,  트리노테크놀로지, 세미파워렉스(이상 설계기업) 까지 확정입니다.
현재 기업은 계속적으로 모집되고 있어, 실제 채용박람회에는 참여 기업의 규모가 증가할 예정입니다.
참가등록:
인재정보관리시스템 (xtrm.co.kr)
등록가이드: 첨부파일 1 참고",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=11&BID=1631&cmd=view,../../data/images/1373.png;../../data/images/1374.png;../../data/images/1375.png
공지사항,2021 청년공학서베이 참여 안내,'2021-10-12,"공학페스티벌에서 10주년을 맞아
2021 청년공학서베이
가 다음과 같이 진행됩니다.
■ 참여기간: 2021년 10월 11일(월) -
2021년 10월 15일(금)
(5일간)
■ 참여대상: 공학대학, IT대학 학부생 3,4학년
■ 내      용: 청년공대생의 공학의 현재와 미래에 관한 사회, 커리어, 미래 등에 대한 인식조사
■
참여방법
:
-
https://e2festa.kr
접속하기
- 2021
청년공학서베이
클릭하기
* 표시된 문제는 필수적으로 응답하셔야 다음 문제로 넘어갑니다.
* 10월 15일(금)까지 응답 완료해주시길 부탁드립니다.
■ 비     고
: 설문조사 참가자 중
추첨을 통해 기념품 증정",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=11&BID=1629&cmd=view,
공지사항,2021 공학페스티벌 공대생 심사위원단 E2 Panel 및 언박싱 프로그램 참가자 추가 모집,'2021-10-07,"2021
공학페스티벌에서는
전공분야 및 타분야 작품의 심사를 통해
작품관람의 밀집도 및 타분야에 대한 융합역량을 확대하고
온라인 전시회
에서의 학생 참여도를 확대하고자
공대생 심사위원단(E
²
Panel)을 다음과 같이 모집하려 합니다.
모집기간: ~10/19(화) 14시까지 온라인신청
1. 모집명: 공대생 심사위원단
E² Panel
2. 활동기간: 2021. 10. 25.(월) ~ 11. 15.(월)
- 개막식, 예선, 본선, 시상식, 청년공학서베이 참여
3. 참가대상:
강원대학교 공과대학, IT대학 2~4학년 재학생
4. 선발인원:
40명 이내
5. 선발기준: 학생의 전공, 유사 프로젝트 경험 여부 등
6. 주요활동
1) 창의적 종합설계 경진대회 예·본선 온라인 심사
2) 공대생 심사위원 활동보고서 제출 (11. 17.(수)까지)
7. 주요 혜택
-
[E
² Panel 활동비] 인당 5만원 (활동보고서 2건 제출(예선 및 본선), 투표권 모두 행사하여야 함)
-
[
우수 E² Panel] 인당 10만원 (강원대 참여학생 중 1명 선발)
8. 신청방법: 공학교육혁신센터 사이트 내 '온라인 신청' 중
2021 공학페스티벌 공학도 심사위원단 참가 신청
접속
※ 언박싱 공학챌린지 신청은 드론, 로봇 키트를 신청하는 것입니다.
신청 접수 후 센터에서 개별적으로 선정하여 해당 학생에게 안내해드릴 예정입니다.",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=11&BID=1628&cmd=view,../../data/images/1370.jpg
공지사항,「K-4INT Maker Camp」 창의 융합 메이커 Ⅲ 참가자 모집,'2021-09-27,"강원대학교 공학교육혁신센터와 메이커스페이스에서는
「K-4INT Maker Camp」 창의 융합 메이커 Ⅲ
를 다음과 같이 개최합니다.
참가신청은 아래의 링크에서 가능합니다.
KNU 스타트업 큐브 & 메이커 스페이스 (kangwon.ac.kr)
1. 모집개요
□ 모집일정 :
2021년 9월 23일(목) ~ 10월 7일(목)
□ 모집인원 : 10명(선착순)
□ 교육대상 : 강원대학교 재학생
□ 수 강 료 :
20,000원
2. 교육개요
□ 교육일정 :
2
021년 10월 12일(화) ~ 10월 14일(목),
18:00 ~ 21:00(3시간, 총 9시간)
□ 세부일정
□ 교육 혜택
- 교육 90%
이상
(8시간 이상)
수강 시, 수료증 제공
- 교육 3일차, RC카 대회 이벤트 우수자에게 소정의 상품 제공
※ 문의 : 250-7295, 7314",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=12&BID=1623&cmd=view,../../data/images/base64_12_0.png;../../data/images/1356.jpg
공지사항,2021 공학페스티벌 공학 프리미어 퀴즈쇼 참가자 모집,'2021-09-23,"2021 공학페스티벌 공학 프리미어 퀴즈쇼 참가자를 다음과 같이 모집합니다.
참가자는 공학교육혁신센터 홈페이지 좌측 상단 '
온라인 신청
'에서 접수해주시기 바랍니다.",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=12&BID=1622&cmd=view,../../data/images/1354.jpg;../../data/images/1355.jpg
공지사항,2021 공학페스티벌 공대생 심사위원단 E2 Panel 및 언박싱 프로그램 참가자 모집 안내,'2021-09-15,"2021
공학페스티벌에서는
전공분야 및 타분야 작품의 심사를 통해
작품관람의 밀집도 및 타분야에 대한 융합역량을 확대하고
온라인 전시회
에서의 학생 참여도 확대하고자
공대생 심사위원단(E
²
Panel)을 다음과 같이 모집하려 합니다.
1. 모집명: 공대생 심사위원단
E² Panel
2. 활동기간: 2021. 10. 11.(월) ~ 11. 15.(월)
- 개막식, 예선, 본선, 시상식, 청년공학서베이 참여
3. 참가대상:
강원대학교 공과대학, IT대학 3~4학년 재학생
4. 선발인원:
40명 이내
5. 선발기준: 학생의 전공, 유사 프로젝트 경험 여부 등
6. 주요활동
1) 창의적 종합설계 경진대회 예·본선 온라인 심사
2) 공대생 심사위원 활동보고서 제출 (11. 17.(수)까지)
7. 주요 혜택
-
[E
² Panel 활동비] 인당 5만원 (활동보고서 2건 제출(예선 및 본선), 투표권 모두 행사하여야 함)
-
[
우수 E² Panel] 인당 10만원 (강원대 참여학생 중 1명 선발)
8. 신청방법: 공학교육혁신센터 사이트 내 '온라인 신청' 중
2021 공학페스티벌 공학도 심사위원단 참가 신청
접속
※ 언박싱 공학챌린지 신청은 드론, 로봇 키트를 신청하는 것입니다.
신청 접수 후 센터에서 개별적으로 선정하여 해당 학생에게 안내해드릴 예정입니다.",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=12&BID=1621&cmd=view,../../data/images/1352.png;../../data/images/1353.png
공지사항,2021년 ACE+ 창의융합(KNU 드론) 경진대회 참가자 모집 안내,'2021-09-14,"강원대학교 공학교육혁신센터에서는
2021년 ACE+ 창의융합 경진대회
참가자를 다음과 같이 모집합니다.",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=12&BID=1619&cmd=view,../../data/images/1362.jpg;../../data/images/1363.jpg;../../data/images/1365.jpg
공지사항,대진대 제2차 미래 신산업 지역기업 수요특화형 교육 개최 및 참가학생 모집,'2021-08-31,"대진대학교 공학교육혁신센터에서는
2021
년도 지능정보 커넥트 인사이트 캠프 일환으로
제2차 지역기업연계 수요특화형 교육 프로그램
(
아두이노 기반 RC카 제작 및 프로그래밍 실습(고급)
)
을
아래와 같이 참여대학에 개방
운영하고자 합니다.
가. 프로그램명 : 2021학년도 제2차 미래 신산업 지역기업 수요특화형 교육 프로그램
나. 교육 내용 : 아두이노 기반 RC카 제작 및 프로그래밍 실습(고급)
다. 운영 기간 :
2021.09.27(월)~10.31(일)
,
온라인 교육(녹화본)
라. 결과보고서 제출 :
2021.11.01(월)~11.26(금)
마. 모집 대상 : 강원대학교 3~4학년 재학생 1명
(2021학년도 대진대학교 아두이노 교육 프로그램 수료 학생 우선 선발)
바. 교육 강사 : 대진대학교 전자공학과 정목근 교수
사. 모집 기간 :
2021.09.01(수)~09.23(목
)
아. 신청 방법 : 붙임2의 '
신청서
' 부분만 작성하여
placejeong@kangwon.ac.kr로 이메일 제출
※
반드시 신청자의 자필 서명이 포함되어야 함.",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=12&BID=1617&cmd=view,
공지사항,[추가모집] 2021년 창의융합 메이커 캠프 「드론&3D프린팅」 참가자 모집,'2021-07-19,"강원대학교 메이커 스페이스 사업단과 공학교육혁신센터에서는
2021년 창의융합 메이커 캠프 「드론&3D프린팅」 1기 참가자를 추가 모집합니다.
1. 프로그램 내용
- 교육명 : 창의융합 메이커 캠프 「드론+3D프린팅」
- 교육대상 : 강원대학교 재학생
2. 모집일정
- 1기 : 2021. 07. 01.(목) ~ 07. 15.(목) ->
7. 19.(월)까지 추가모집
3. 신청방법
- 교육신청 :
KNU 메이커 스페이스 홈페이지
(http://
cube.kangwon.ac.kr/portal/F20000/F20400/eduDetail?edu_num=E000360428&fran_no=makerspace)
- 수강료 :
10,000원
- 모집인원 :
회차별 15명 내외(선착순)
- 신청결과 : 교육 운영 전 개인 SMS 안내
- 문의처 : 033)250-7295(7314)
4. 교육일정 및 장소
※ 프로그램 관련 자세한 내용은 메이커 스페이스 홈페이지 참조
5. 주관 및 주최
- KNU 메이커 스페이스 사업단, 강원대학교 공학교육혁신센터",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=12&BID=1601&cmd=view,../../data/images/base64_12_0.png;../../data/images/1281.jpg
