제목,작성일,본문,상세 링크,이미지 파일 경로
도서관 인기대출도서 TOP 10 : 2022년 7월,2022년 08월 03일,"7월 한 달간 강대인에게 사랑받은 도서관 인기대출도서를 소개합니다!
아래 각 도서 이미지를 누르시면 소장정보 확인 및 대출 예약?등이 가능합니다.



아래 링크를 통해?더욱 다양한 도서를 만나보세요!
전자도서관 >>사서 추천도서 >>신착도서 >>
테마도서 >>학과별 추천도서 >>우수학술도서 >>",https://library.kangwon.ac.kr/community/bulletin/notice/22891?max=100&offset=600&bulletinCategoryId=1,data/images/d81bc44e46e6dc6bb6b9ef45c60b1d0b.jpg
교외접속 및 외부사이트 접속 오류 안내(8/1~),2022년 08월 02일,"새로 개편된 웹사이트와 교외접속시스템과의
연동?상태 불안정으로 전자자료 외부접속
연결 장애가 지속되고 있습니다.
빠른 시간안에 복구될 수 있도록 조치하겠습니다.
이용에 불편을 드려서 죄송합니다.

전산팀)
250-8018",https://library.kangwon.ac.kr/community/bulletin/notice/22889?max=100&offset=600&bulletinCategoryId=1,
아침독서 온라인 퀴즈(2차) 안내,2022년 07월 29일,"1.내용: 2022. 3. ~ 2022. 7.아침독서 도서21권의 도서요약 내용
2.기간:2022. 8. 1.(월) ~ 2022. 8. 15.(월)
3.대상:교내 구성원 전체(춘천,삼척도계)
4.경품:정답자 중20명을 추첨하여3만원 상당 경품 지급
5.비교과마일리지:학생 참여자 전원에게 강원대학교 비교과마일리지 부여
6.정답 및 경품수령자 공지:2022. 8. 17.(수)도서관 홈페이지
7.문의:학술정보운영과 정보서비스팀(033-250-8016)
8.대상도서 및아침독서 서비스 신청 방법:첨부물 참조

온라인 퀴즈(2차)문제풀기
",https://library.kangwon.ac.kr/community/bulletin/notice/22875?max=100&offset=600&bulletinCategoryId=1,
도서관 웹사이트 개편에 따른 모바일 앱 사용 제한 안내 (8/1 ~ 8/21),2022년 07월 28일,"도서관에서는?디자인과 이용자 인터페이스(UI)를 새롭게
적용한 웹사이트와?모바일앱 서비스를 선보일 예정입니다.

개편된 웹사이트와 모바일앱은 pc, 폰, 태블릿 등 접속 기기의
화면 크기에 최적화된 화면(해상도)을 표현하여 개인별 맞춤형
서비스를 제공합니다.? 오픈 일정은 다음과 같습니다.

1) 개편 웹사이트 오픈 일정
2022년 8월 1일 (월)

2) 개편 모바일앱?오픈 일정
2022년 8월 22일 (월)

(폰 검색창에서 도서관 도메인을?입력하면 앱처럼 사용 가능)

웹사이트와 모바일앱은 시스템 작업 진행 및 등록 일정 상 오픈 시점에 차이가 있으며
이 기간 동안 (8월 1일 ~ 8월 21일) 기존 모바일 앱의 기능 사용은?제한됩니다.
* 8월 17일 오픈 서비스 예정이었으나 출입관리시스템-좌석발급시스템 연동 작업으로 일정 변경 되었음,

기타 궁금하신 사항은 아래 연락처로 문의바립니다.
고맙습니다.

문의) 전산정보실
250-8018, 010-5641-1866(문자)",https://library.kangwon.ac.kr/community/bulletin/notice/22874?max=100&offset=600&bulletinCategoryId=1,data/images/75aa65305c952ced17b6ac7ac1496689.jpg;data/images/0d587c4527ffc0cc7f5488eb94100b1a.jpg
2022학년도 2학기 지정도서 신청안내,2022년 07월 28일,"

※ 포스터를클릭버튼을 클릭시 신청 페이지로 이동합니다.",https://library.kangwon.ac.kr/community/bulletin/notice/22873?max=100&offset=600&bulletinCategoryId=1,data/images/ad3207eddd31e3d29db0b35c243b702e.png
"도서관 출입 및 시설물예약, 도서대출 방법 일시변경 안내 (수정)",2022년 07월 28일,"-도서관 출입 및 시설물예약,도서대출 방법 일시변경 안내-

새로운 도서관 관리운영시스템 도입에 따른 모바일앱 및 홈페이지
업그레이드 작업으로 인해 도서관 출입 및 시설물 예약, 도서 대출 방법이
일시 변경되오니 이용에 참고 바랍니다.

□변경 기간:2022. 8. 1.(월) ~ 2022. 8. 16.(화)
□변경 내용:도서관 출입 게이트 인증 생략 및 시설물 자유 이용,도서 대출 시 모바일열람증 이용 일시 중지
내용
변경 전
변경 후(8.1.~8.16.)
도서관출입 게이트 인증
모바일열람증,학생증,등록 공무원증,사원증 인증
인증 절차 없이 자유 입장
시설물 예약(열람석, PC등)
도서관 모바일앱,키오스크 예약
예약 없이 자유 이용
도서 대출(대출데스크 대출 시)
담당자에게 신분증/학생증/모바일열람증 제시
모바일열람증 이용 일시 중지(이외 방법으로 인증 후 대출)
도서 대출(대출반납기 이용 시)
- (중앙·법학·의학)학생증/모바일열람증 인식 또는ID(학번/사번)입력 후 비밀번호 입력
- (미래)모바일열람증 인식 또는ID(학번/사번)입력 후 비밀번호 입력
□이용문의
- KNU미래도서관(시설이용: 033-250-7627,도서대출: 033-250-7622)
-중앙도서관(시설이용: 033-250-8022,도서대출: 033-250-8009)",https://library.kangwon.ac.kr/community/bulletin/notice/22872?max=100&offset=600&bulletinCategoryId=1,
멀티미디어실 휴실 (하계 대청소) (7/29),2022년 07월 28일,"4층 멀티미디어실(백령시네마 포함)을
하계 대청소 작업으로 휴실합니다.
이용에 참고해주십시오.

휴실일 : 2022년 7월 29일(금)

문의)
전산정보실 033-250-8018,
010-5641-1866(문자)",https://library.kangwon.ac.kr/community/bulletin/notice/22871?max=100&offset=600&bulletinCategoryId=1,
교내 영화촬영 안내(7.28.~8.4.),2022년 07월 27일,"교내에서 영화촬영이 예정되어 있습니다. 아래의 촬영일정을 확인하시고, 촬영협조 부탁드리겠습니다. 감사합니다.",https://library.kangwon.ac.kr/community/bulletin/notice/22870?max=100&offset=600&bulletinCategoryId=1,
중앙도서관 터보냉동기 고장 안내,2022년 07월 27일,"중앙도서관 터보냉동기 고장으로 인하여3~5층 냉방이 불가능합니다.
수리는8월5일(금)까지 예정되어 있으며,조기 수리완료시 별도로 공지할 예정입니다.
이에 개별냉방이 가능한 공간을 안내하오니,해당공간을 이용해주시면 감사하겠습니다.
-중앙도서관2층 로비, 4층 열람실
- KNU미래도서관 전층
(※이용시간:중앙05:00~24:00,미래도서관09:00~17:30)
",https://library.kangwon.ac.kr/community/bulletin/notice/22869?max=100&offset=600&bulletinCategoryId=1,
중앙도서관 열람실 휴실 안내(하계 대청소),2022년 07월 27일,"중앙도서관 2022년 하계 대청소에 따라아래와 같이 열람실 이용이 불가하오니이용에 참고하여 주시기 바랍니다.
<4층>- 제1일반열람실: 7.28.(목)- 제2일반열람실: 7.29.(금)
<3층>- 스마트열람실: 8.4.(목)
※해당 날짜 종일 열람실 이용 불가
문의: 교육연구지원팀(033-250-8013)
",https://library.kangwon.ac.kr/community/bulletin/notice/22868?max=100&offset=600&bulletinCategoryId=1,
법학도서관 휴실 안내,2022년 07월 25일,"법학도서관 하계대청소(바닥 왁스작업 등)로 인해 다음과 같이 휴실하오니 이용에 유의하시기 바랍니다.

○ 휴실기간: 2022. 7. 26(화) 09:00~15:00

(이용문의) 033-250-6505

법학도서관",https://library.kangwon.ac.kr/community/bulletin/notice/22867?max=100&offset=600&bulletinCategoryId=1,
[KNU도서관대학] 온라인강좌 수강안내,2022년 07월 20일,"
- 수강시작일 전에 수강대상자에게 안내문자 발송예정- 문의전화 : 033-250-8019
",https://library.kangwon.ac.kr/community/bulletin/notice/22866?max=100&offset=600&bulletinCategoryId=1,data/images/3bba630bd35ac1a257d4eb2204133e5c.jpg
도서관 운송용 전기카트 근로장학생 선발안내,2022년 07월 19일,"도서관 운송용 전기카트 근로장학생 선발안내
1. 근로내역: 전기카트 운행하여 도서 및 물품 운반(기타 보조 업무 수행)
2. 근로기간: 1일 2시간 (주10시간, 월40시간)- 2022. 8.~2023. 2.
3. 선발조건(아래 조건을 모두 충족한 자)- 운전경력자- 운전면허 (1 or 2종 소유자)- 강원대학교 춘천캠퍼스 학부 재학생- 물품 상하차 및 전기카트 운행 단독수행에 제약없는 자- 학과장 추천서 제출자- 1일 2시간 월40시간 (빠짐없이)근로가능한 자- 중도하차 없이 2023. 2월까지 근로가능한 자
4. 서류접수일자: 2022. 7. 20.~7. 21- 미래도서관 직접 서류제출
5. 면접?대상자 면접일 개별통보6. 제출서류(각1부)- 재학증명서, 학과장추천서, 지원서, 운전면허증사본
7. 기타문의: 033-250-8019
",https://library.kangwon.ac.kr/community/bulletin/notice/22865?max=100&offset=600&bulletinCategoryId=1,
2021학년도 후기졸업(2022.8) 석·박사 학위논문 인쇄본 제출 안내(상세),2022년 07월 18일,"학위논문 인쇄본 제출 안내(상세)

○ 제출기간: 2022. 7. 21. (목) ~ 2022. 7. 22. (금), 오전 9시 30분~오후 5시 30분
○ 제 출 처: 중앙도서관 2층(로비층) 학술정보지원과 사무실
○제출부수: 석사-4부 / 박사-4부 (4부 중1부는심사위원 전원의 실제 날인 혹은 실제 서명필요)
○제출서류: 학위논문 파일제출 확인서 1부, 학위논문 저작권 동의서 1부 (학위수여대상자자필서명필수)
※ dCollection 접속 > 로그인 > 제출내역 > 제출 논문 클릭 > 화면 하단 '제출 확인서' 및?'저작권 동의서' 출력 버튼 클릭?> 출력 후 자필서명
○ 주의사항
- 인쇄논문 1부는 반드시 심사위원 전원의 날인 또는 서명 필요, 실인이어야 함
-인쇄본 제출의대리 제출은 가능하나,저작권 동의서의대리 서명은 절대 불가
- 제출 후 변경이 어려우니논문제목,날짜(표지 2022년 8월 / 심사위원 판정지 2022년 6월),내용의 오탈자등 반드시 확인하고 제출
-오전 9시 30분부터 접수가능,오후 5시 30분 마감
- 추가접수 시행하지 않음, 기간 외 제출 불가
○ 문 ? ? 의: 춘천캠퍼스 033)250-8012, 삼척캠퍼스 033)570-6272

※ 학위논문 (작성지침, 규격 등) 관련 안내
- 일반대학원 250-8993
- 법학ㆍ법무대학원 250-6503
- 경영대학원 250-6102
- 교육대학원 250-6609
- 산업대학원 250-6209
- 정보과학ㆍ행정대학원 250-6809
- 녹색생명산업정책대학원 250-6041
- 의학전문대학원 250-8804",https://library.kangwon.ac.kr/community/bulletin/notice/22864?max=100&offset=600&bulletinCategoryId=1,
중앙도서관 제2열람실 이용불가 좌석 안내,2022년 07월 18일,"중앙도서관 4층 제2열람실 천정 누수 및 전등 누전으로 인하여,아래와 같이 좌석 이용이 불가하오니, 이용에 참고하여 주시기 바랍니다.
<이용불가 좌석 번호>98~99,168,176~183,239~253,302~316
※모바일 및 키오스크 예약 불가

문의: 교육연구지원팀 033-250-8013
",https://library.kangwon.ac.kr/community/bulletin/notice/22863?max=100&offset=600&bulletinCategoryId=1,
[전시] 2022-2차 중앙도서관 도서 전시 안내,2022년 07월 14일,"

※ 포스터의Click 버튼을 클릭하면 도서관에서 소장중인해당 도서 목록으로 이동합니다.
",https://library.kangwon.ac.kr/community/bulletin/notice/22862?max=100&offset=600&bulletinCategoryId=1,data/images/3d1bec5fe0e5c673684ee08c71816b9d.jpg
2022년 하계 중앙도서관 대청소 일정 안내,2022년 07월 14일,,https://library.kangwon.ac.kr/community/bulletin/notice/22861?max=100&offset=600&bulletinCategoryId=1,
KNU미래도서관 휴관안내/2022. 7. 15.(금),2022년 07월 12일,"KNU미래도서관 휴관?안내
KNU미래도서관 관리운영시스템 점검을 위하여아래와 같이 휴관하오니,이용에 참고바랍니다.
1. 기간: 2022. 7. 15.(금)2. 사유: KNU미래도서관 ICT시스템 점검
3. 문의: 033-250-8019",https://library.kangwon.ac.kr/community/bulletin/notice/22858?max=100&offset=600&bulletinCategoryId=1,
중앙도서관 4층 2열람실 누수관련 알려드립니다.,2022년 07월 12일,"1.먼저 중앙도서관 열람실 이용중 불편을 드려 죄송하다는 말씀 드립니다.중앙도서관은1984년 준공되어38년 경과한 건축물로써지난6월 말부터 시작한 장마 중훼손된 방수층 사이로빗물이중앙도서관4층에 위치한2열람실 천장으로 떨어지는현상이 발생하고 있습니다.
2.제2열람실의 천장재료는 종이로 생산된 친환경자재로,안전상에는 문제는없으나 노후방수층을 복구한 후 파손 자재의 교체가 필요한 상황으로,
3.방수층 복구는 맑은날 기준 약20일 정도 소요되어 장마가 끝나는 대로 복구를 준비하고 있으니 다소 불편하시더라도 양해 부탁드립니다.
※보수순서:①건축물 건조(7일)→②방수층 복구(10일)→③내장재 복구(3일)

",https://library.kangwon.ac.kr/community/bulletin/notice/22857?max=100&offset=600&bulletinCategoryId=1,
중앙도서관 3층 스마트열람실 냉방관련 알려드립니다.,2022년 07월 11일,"중앙도서관 3층 스마트열람실 냉방관련하여 계속 문의를 주셔서 별도로 공지를 드립니다.
중앙도서관 3층은 개별냉방이 아니라 중앙냉방입니다.
그래서, 평일 오전 9시부터 저녁 6시 사이에 외부온도 28도 이상일 경우 가동을 할 수 있습니다.
그러다보니 평일 저녁 6시 이후와 주말에는 가동이 불가능한 상황입니다.
이에 냉방가동이 불가능한 시간대에는 가능하시다면 4층 열람실이나 로비층 열람공간을 이용해주시길
부탁드립니다. 3층 스마트열람실 냉방환경 개선을 위해서는 1억 2천여만원의 예산이 필요한데,
현재로서는 힘든 상황임을 전달드리며, 기회가 생길 때마다 계속적으로 예산확보에 노력하여
열람환경이 개선될 수 있도록 최선을 다하겠습니다. 감사합니다.",https://library.kangwon.ac.kr/community/bulletin/notice/22856?max=100&offset=600&bulletinCategoryId=1,
KNU미래도서관 공사 안내(7.13.~27.),2022년 07월 11일,"KNU미래도서관 공사 안내

KNU미래도서관 인테리어 공사가 진행됩니다.
현재 KNU미래도서관은 가오픈 상태로8월 말까지 계속해서 남은 공사가 진행될 예정입니다.
소음이 발생할 수 있으니,?이용에 참고하시기 바랍니다.

공사기간: 2022.07.13.(수)~27.(수) 예정
공사장소: KNU미래도서관 전층",https://library.kangwon.ac.kr/community/bulletin/notice/22855?max=100&offset=600&bulletinCategoryId=1,
중앙도서관 연막소독으로 인한 임시휴관 안내(07.15.~07.16.),2022년 07월 08일,"중앙도서관 하계 방역소독(연막소독)으로 인하여 임시휴관하오니 도서관 이용에 참고바랍니다.
- 소독일정(임시휴관일): 2022. 7. 15.(금) ~ 7. 16.(토)(2일간)
* 7. 17.(일) 정상개관
*더불어서 하계 대청소 일정을 알려드리오니 참고바랍니다. 대청소일정은 별도공지 시행할 예정입니다.
",https://library.kangwon.ac.kr/community/bulletin/notice/22854?max=100&offset=600&bulletinCategoryId=1,
